id_entreprise;name;sector;city;country;website;email;revenue;enrollment;average;salary;description;message
euroengineering;EURO ENGINEERING;Divers ;Lyon;France;http://www.modisfrance.fr;;3.7 Md;40000;;;Modis est un acteur mondial du conseil en ingénierie, services numériques et sciences de la vie. Dans ces métiers nous comptons aujourd’hui 40 000 collaborateurs dans le monde, avec des implantations dans 18 pays, et réalisons un chiffre d’affaires de 3,7 milliards d’euros. En France, nous garantissons une relation client et collaborateur de proximité grâce à notre solide ancrage régional et une présence via 17 implantations (Cherbourg, Clermont-Ferrand, Lille, Lyon, Marseille, Metz, Nantes, Paris, Pau, Strasbourg, Toulouse, Tours, Valenciennes). Nous sommes également le partenaire privilégié des grandes entreprises, notamment du CAC 40, dans leur transformation technologique et digitale, et mettons à leur disposition nos expertises métier ainsi que nos 3 centres de service, nos 4 centres d’excellence et nos 6 bureaux d’études. Nous construisons leur avenir grâce à des solutions sur mesure, innovantes, basées sur le talent de nos équipes et notre capacité à développer leurs compétences. Dans des secteurs aussi variés que l’aéronautique, le spatial, la défense, l’énergie, le transport, l’environnement, les sciences de la vie, la finance, l’assurance, les télécoms et le multimédia, nous créons avec nos collaborateurs des parcours d’évolution autour de grands projets via un accompagnement personnalisé afin d’enrichir leur expérience. Chez Modis, nous avons confiance en votre potentiel tout autant qu’en vos compétences. Avec vous, nous allons construire l’industrie 4.0 et les services du futur !;"Vous souhaitez intégrer un groupe de renommée internationale, un des leaders en Ressources Humaines qui vous permettra de construire un plan de carrière à long terme ? Vous souhaitez vous épanouir à travers des projets d’envergure au sein de nos clients grands comptes ? Vous recherchez une équipe dynamique, à l’écoute qui vous permettra d’atteindre vos projets les plus ambitieux…Rejoignez Modis ! Venez rencontrer des collaborateurs passionnés par leur métier et partager un moment d’échange et de convivialité ! Notre équipe sera ravie de vous accueillir sur notre stand afin d’échanger sur votre projet professionnel et vous présenter nos activités.
"
euroinfo;EURO INFORMATION;Informatique & Télécommunication;Strasbourg;France;http://www.e-i.com;eidpremo@e-i.com;460,5 M;2800;;;"Euro Information, fliale Informatique du groupe de bancassurance Crédit
Mutuel / CIC, conçoit, réalise, maintient et exploite un système d’information
commun utilisé par le Groupe.
Les activités de développement et de production informatique au niveau
national et international sont assurées par environ 2800 salariés répartis sur
plusieurs sites géographiques au niveau national : Strasbourg, Nancy, Dijon,
Orléans, Lyon, Lille, Cergy, Val de Fontenay, Paris et Nantes.";"Vous êtes passionnés d’informatique et souhaitez travailler sur des
projets innovants à l’international, rejoignez- nous !
Euro Information regroupe tous les métiers de l’informatique et est
réparti sur plusieurs sites géographiques en France."
exakis;EXAKIS;Informatique & Télécommunication;Lyon;France;http://www.exakis.com;bertag@exakis.com;27 M;320;;;"Avec ses 6 agences et ses 350 consultants, Exakis est le partenaire de la DSI
et des Métiers pour bâtir des plateformes Cloud intelligentes, encourager la
collaboration, la mobilité et l’innovation.
Notre enjeu, répondre aux défs de la DSI : Moderniser les applications,
introduire l’innovation grâce au Cloud comme l’intelligence artifcielle et les
objets connectés, proposer une nouvelle expérience de travail, apporter de la
mobilité aux utilisateurs tout en protégeant les données de l’entreprise.
Premier Pure-Player Microsoft, Exakis possède 13 domaines de compétences
Gold-Silver, 600 certifcations et encourage chaque année ses collaborateurs
à monter en compétence";
extia;EXTIA;Audit & Conseil;Sèvres;France;http://www.extia.fr;cheurtel@extia.fr;70 M;1000;;;"Entreprise qui propose une approche inédite dans son domaine en alliant
performance et bien-être au travail.
Son ambition : développer les compétences de chaque salarié et l’accompagner
grâce à un suivi personnalisé et un management de proximité. Elle propose
des solutions innovantes à ses clients dans des secteurs variés tels que l’IT, les
Télécoms, l’Industrie, en s’appuyant notamment sur ses 3 pôles d’expertises
(agence digitale Kilix, bureau d’études CFD, pôle innovation).
Présente depuis 2012 au Palmarès Great Place to Work® récompensant
les entreprises en France où il fait bon travailler, elle occupe cette année la 3e
place du classement. Adepte de la culture agile favorisant l’amélioration
continue et l’intrapreneuriat, Extia a atteint le cap des 1000 salariés en
seulement 10 ans ! En intégrant Extia dans le cadre d’un stage, d’un
contrat en apprentissage ou d’un premier emploi, vous mettez toutes les
chances de votre côté pour vivre une expérience professionnelle enrichissante
et réaliser vos ambitions !";"Chez Extia on veut du talent ! Et ce talent, c’est peut-être vous. La
seule manière de le savoir, c’est de vous former, de développer vos
compétences, et d’exprimer tout votre potentiel !
Rejoignez Extia, 3e entreprise en France où il fait bon travailler !
Au fait, c’est quoi une entreprise où il fait bon travailler ? C’est
du fun au bureau, mais pas que. C’est savoir faire confance aux
collaborateurs quel que soit leur statut, leur accorder le droit à
l’erreur afn de les pousser à entreprendre et innover. C’est les
accompagner afn qu’ils se dépassent !
Si vous êtes notre potentiel futur talent, n’hésitez plus et contacteznous pour venir faire vos preuves au sein d’une société qui
n’attend qu’à être bluffée !
A bientôt au sein de notre Great Place to Work® !"
famy;FAMY;BTP,Urbanisme & Construction;Chatillon en Michaille;France;http://www.famy.fr;;80 M;600;;;"Le Groupe FAMY est une structure indépendante et familiale créée en 1860,
qui a su se développer au fl des années pour devenir au jour d’aujourd’hui
une entreprise incontournable des Travaux Publics dans la Région RhôneAlpes.
Partenaire de confance, le groupe partage ses expériences, mutualise ses
savoirs et actualise de façon continue ses équipements et son matériel afn
d’accompagner les projets dans le domaine des Travaux Publics.
Les activités du groupe FAMY se concentrent principalement dans les domaines :
• Des travaux de terrassement,
• De l’exploitation de carrières et du recyclage de matériaux,
• Des travaux de canalisation et de VRD “Voiries et Réseaux Divers”,
• Des travaux de demolition,
• Des activités de minage et de forage,
• Des travaux de réhabilitation de réseaux sans tranchée, de fonçage, de
forage dirigé et d’éclatement de réseaux.
Le groupe FAMY compte à ce jour plus de 600 collaborateurs, répartis sur 8
sites en France et 2 sites à l’étranger.";"Le groupe FAMY s’engage à accompagner l’ensemble de ses
collaborateurs tout au long de leur carrière. Etre embauché en
stage aujourd’hui, c’est être un maillon incontournable d’un des
établisssements du groupe FAMY demain.
Le groupe FAMY fournit les moyens aux jeunes ingénieurs pour
mener à bien leur projet professionnel, en leur permettant
d’aquérir de nouvelles compétences, tout en développant leur
passion pour les métiers des Travaux Publics."
faurecia;FAURECIA;Industrie & Agroalimentaire;Nanterre;France;http://www.faurecia.com;;15,6 Md;98700;;;"Faurecia est l’un des premiers équipementiers automobiles du monde et
partenaire privilégié des plus grands constructeurs. Leader dans ses trois
activités - Automotive Seating, Interior Systems et Clean Mobility - le Groupe
propose des solutions innovantes pour une mobilité durable et l’optimisation
de la vie à bord.
Présent dans 35 pays, Faurecia emploie 98 700 collaborateurs, dont 6.000
ingénieurs et techniciens dans ses 30 centres de R&D, stratégiquement
implantés sur les plus grands marchés automobiles.";"Faurecia a la passion d’innover et contribue activement à façonner
la voiture d’aujourd’hui et de demain : avec plus de 6000
ingénieurs et techniciens répartis dans 30 centres majeurs de R&D,
l’innovation technologique est au cœur de l’activité du Groupe.
Chez Faurecia, vous aurez la possibilité d’exprimer votre créativité
et votre ingéniosité, en les mettant au service d’une voiture
toujours plus légère, plus économe et moins polluante... mais
offrant toujours une expérience à bord de la meilleure qualité !"
framatome;FRAMATOME;Energie & Environnement;Paris La Défense;France;http://www.framatome.com;;3,1 Md;14000;;;"Framatome est un acteur international majeur de la flière nucléaire reconnu
pour ses solutions innovantes et ses technologies à forte valeur ajoutée pour
la conception, la construction, la maintenance et le développement du parc
nucléaire mondial. L’entreprise conçoit et fabrique des composants, du
combustible et offre toute une gamme de services destinés aux réacteurs.
Grâce à ses 14 000 collaborateurs à travers le monde, Framatome met chaque
jour son expertise au service de ses clients pour leur permettre d’améliorer
la sûreté et la performance de leurs centrales nucléaires et de contribuer à
atteindre leurs objectifs économiques et sociétaux.
Framatome est détenue par le groupe EDF (75,5 %), Mitsubishi Heavy
Industries (MHI - 19,5 %) et Assystem (5 %).";"Fort de son expertise et de son activité business, Framatome
ouvre 750 postes en 2018, avec près de 360 recrutements cadres
dans tous les domaines d’activités et notamment près de 180
postes correspondant à des profls jeunes diplômés et première
expérience (ingénieurs ou formations techniques universitaires)."
gac;GAC;Audit & Conseil;Neuilly-sur-Seine;France;http://www.group-gac.com;contact@group-gac.com;19 M;200;;;"GAC Group est un cabinet international d’audit et de conseil en amélioration
de la compétitivité fondé en 2002. GAC Group, c’est 200 collaborateurs pour
agir sur les principaux leviers de la compétitivité : Performance Innovation,
Performance RH et Performance Financière.
Nous proposons des solutions durables et personnalisées aux entreprises pour
pérenniser les économies dégagées.
GAC Group, c’est une excellence opérationnelle et un engagement de
proximité avec nos clients : nous avons 15 bureaux dans le monde dont
9 en France (Lille, Toulouse, Bordeaux, Lyon, Montpellier, Nantes, Nice,
Strasbourg, Paris).";"Venez découvrir un métier au cœur de l’innovation avec des
interlocuteurs de hauts niveaux.
Le conseil vous permet d’appréhender la relation client et multiplie
vos expériences.
Nous sommes à votre disposition pour échanger sur vos
aspirations !"
gcc;GCC;BTP,Urbanisme & Construction;Villeurbanne;France;http://www.jechangederegardsurlebtp.fr;recrutement-ra@gcc.fr;651 M;2500;;;"Avec 37 entités opérationnelles sur l’ensemble du territoire et depuis peu au
Maroc et en Suisse, GCC rassemble près de 2 500 collaborateurs.
Ces agences et fliales, regroupées sous un Pôle Construction, un Pôle Energie
et un Pôle Promotion Immobilière, offrent une organisation qui permet de
conjuguer connaissance du terrain, maîtrise technique et bonne appréhension
des attentes clients. En moins de 20 ans, notre groupe indépendant a réussi
à se hisser dans les 10 premières entreprises du secteur du BTP, grâce à son
organisation basée sur l’engagement et l’autonomie de ses cadres dirigeants.
Avec un chiffre d’affaires de 651 M€ et une trésorerie nette de 169 M€
(exercice 2016), GCC est un groupe solide, audacieux, passionné, avec
comme dynamique de développement la connexion et l’humain.
Nos valeurs : - Audace et Passion - Connectés et cohérents - Cohésion et
confance - Respect et exemplarité.";"Conscient qu’il doit sa réussite à ses hommes et à ses femmes, le
Groupe GCC se mobilise pour cultiver leurs talents et développer
leurs compétences.
Recrutement, intégration, suivi des parcours et des évolutions,
formations et gestion des compétences : les équipes Ressources
Humaines mènent des actions concrètes et font vivre de nombreux
outils relatifs au cycle de développement des collaborateurs.
Rejoindre GCC, c’est intégrer un des 1ers opérateurs
indépendants du BtP, reconnu pour son expertise dans
les métiers de la construction, de l’energie et du
Développement Immobilier. « entreprendre ensemble
autrement », c’est placer les relations humaines au cœur de
la réussite collective, les succès de GCC étant ceux des hommes
et des femmes. Vous participerez à la conception, réalisation et
la maintenance de bâtiments et d’installations performantes, ou
en contribuant pleinement à l’amélioration du cadre de vie et au
respect citoyen de l’environnement vos actions s’inscriront dans un
cadre de développement durable.
Vous pouvez suivre notre actualité sur Linkedin GCC CONSTRUCTION
/ENERGIE"
gebo;GEBO CERMEX;Industrie & Agroalimentaire;Corcelles-Lès-Cîteaux;France;http://fr.gebocermex.com;"recrutement@
gebocermex.com";;400;;;"Faites la différence dans une société internationale dynamique !
Entrer chez Sidel, c’est l’assurance de faire carrière dans un milieu
international riche d’opportunités d’évolution, où vous aurez un véritable rôle
à jouer. Si Sidel est une entreprise où il fait bon travailler, c’est parce que nous
impliquons les employés en leur donnant les responsabilités nécessaires pour
accomplir des choses extraordinaires.
Techniciens d’intervention clientèle, techniciens, chercheurs, responsables de
produit, biotechniciens, experts en informatique, concepteurs d’emballage,
contrôleurs fnanciers, experts en communication, réceptionnistes,
responsables commerciaux ou chargés de l’assistance à la clientèle : nous
travaillons tous en équipe pour développer des solutions de conditionnement
innovantes et durables pour tous les types de boissons. Nous sommes les
meilleurs du monde en développement de services et d’équipements capables
de créer des bouteilles fabriquées en PET - un matériau plastique solide, sûr et
entièrement recyclable, bénéfque pour notre planète et la vie des populations.";
goconcept;GO CONCEPT;Industrie & Agroalimentaire;Lyon;France;http://www.goconcept.ch;nvannson@goconcept.com;13 M;210;;;"Spécialisée dans le conseil en Innovation Technologique, GO Concept est une
société dynamique et innovante avec une forte tradition entrepreneuriale, qui
se positionne comme un acteur unique, dans la réalisation de projets à forte
valeur ajoutée.
Nos différentes entités nous permettent d’accompagner nos clients sur des axes
sectoriels tels que l’horlogerie, le médical, les transports (spatial, aéronautique,
automobile, ferroviaire), la machine spéciale ou encore l’énergie. Créée en
2009 par Philippe Chapalain et Xavier Badina, Go Concept est présente en
Suisse, France, Belgique et Canada.";"Devenez un(e) GO Consultant(e) ! Les consultants de Go Concept
sont ambassadeurs du groupe et se positionnent comme des
partenaires d’excellence auprès de nos clients. Ils savent
partager et faire entendre leurs idées avec humilité, leadership
et diplomatie. Ainsi, ils ont un rôle essentiel dans la réalisation, la
qualité et le succès de leurs projets.
En tant que Go Consultant(e), vous serez acteur de votre
évolution de carrière, tout en bénéfciant d’un accompagnement
personnalisé de votre manager et des équipes RH. Vous rejoindrez
une véritable communauté d’ingénieurs passionnés"
gse;GSE;BTP,Urbanisme & Construction;Avignon;France;http://www.gsegroup.com;;490 M;350;;;"GSE est un contractant global : nous concevons et réalisons des projets
immobiliers d’entreprise. Nous accompagnons nos clients dans la globalité
de leur projet.
Nous réalisons une grande variété de bâtiments : entrepôts
logistiques, centres commerciaux, immeubles de bureaux, établissements de
santé, usines, laboratoires, etc.
GSE met son savoir à disposition d’une clientèle de professionnels allant de la
PME-PMI aux Grands Comptes Nationaux et Internationaux.";"GSE est un contractant global : nous concevons et réalisons des projets
immobiliers d’entreprise. Nous accompagnons nos clients dans la globalité
de leur projet.
Nous réalisons une grande variété de bâtiments : entrepôts
logistiques, centres commerciaux, immeubles de bureaux, établissements de
santé, usines, laboratoires, etc.
GSE met son savoir à disposition d’une clientèle de professionnels allant de la
PME-PMI aux Grands Comptes Nationaux et Internationaux."
hardis;HARDIS GROUP;Informatique & Télécommunication;Lyon;France;http://www.hardis-group.com;recrutement@hardis.fr;90 M;1000;;;"Hardis Group est une entreprise de conseil, des services du numérique
et éditeur de logiciel. Que vous soyez à Grenoble, Lyon, Paris, Nantes,
Bordeaux, Lille, l’Espagne ou la Suisse, nous parlons au quotidien de Digital,
de Mobilité, de Data Intelligence, de Cloud, d’IoT, de CRM,
d’Agilité, de DevOps… autant de sujets vecteurs d’innovation portés audelà de nos frontières par nos 1 000 collaborateurs, tous réunis autour d’une
passion partagée.
Au sein de chacune de nos entités, nous cultivons tant avec nos collaborateurs
que nos clients des valeurs humaines fortes, basées sur la simplicité, la
proximité, la bienveillance et le plaisir à travailler ensemble.
Ceci nous a permis d’obtenir en 2017 le Label Happy Trainees
récompensant les meilleures entreprises où il fait bon être stagiaire/alternant
et d’entrer en 2018 dans le palmarès des meilleurs employeurs de
France du magazine Capital.";"Hardis Group… ce sont nos collaborateurs qui en parlent
le mieux :
« J’ai découvert une entreprise à taille humaine qui défend ses
valeurs. La richesse des domaines d’activités de la société m’a
permis de travailler sur des sujets innovants et d’évoluer vers de
nouveaux métiers tels qu’Architecte Cloud et Devops »
cédric, architecte cloud
« Chez Hardis, l’ambiance est top, c’est une société innovante et
ça se ressent au quotidien ! » Mathilde, consultante solution
« J’ai pu constater une certaine solidarité et une entraide dans le
cadre des projets. Je suis fer d’être chez Hardis. »
Kévin, Développeur
« Nous aimons bien l’autonomie dans la gestion du travail,
apprendre beaucoup sur divers sujets dans chaque projet et on peut
aussi proposer des idées. » Bélen et séverine, consultantes"
hec;HEC;Ecoles de 3e cycle;"Jouy-En-Josas";France;http://www.hec.fr;;;;;;"Créé en 1881 par la Chambre de commerce et d’industrie de Paris, HEC Paris, membre fondateur de l’Université Paris Saclay, a pour vocation de former des talents à fort potentiel, des enseignants et chercheurs de haut niveau, capables d’appréhender dans un environnement multiculturel les grands enjeux sociaux, politiques et économiques de demain. Cette ambition impose 3 grands défis : •	inscrire systématiquement tous les savoirs transmis à HEC à la pointe de la recherche, dans tous les domaines des sciences du management, •	être en phase avec les pratiques et les attentes des entreprises sur le terrain, avec lesquelles l’école entretient des relations extrêmement proches depuis sa création, et développer chez les étudiants les qualités de leadership et d’entrepreneuriat, •	donner à  tous ses étudiants l’opportunité de se projeter à l’international dès le début et tout au long de leur scolarité, que ce soit au travers d’un échange ou d’un double diplôme, mais également sur le campus, où se côtoient plus de 96 nationalités.
";Join a leading business school in Europe !
hexcel;HEXCEL;Industrie & Agroalimentaire;;;;;;;;;;
iaeaix;IAE AIX;Ecoles de 3e cycle;Aix en Provence;France;http://www.iae-aix.com;masters@iae-aix.com;;;;;"Aix-Marseille Graduate School of Management-IAE est l’école de management d’Aix-Marseille Université, plus grande université française. Elle offre des programmes post-licence avec des diplômes Bac + 5 et plus (Masters, MSc, MBA, doctorat) spécialisés dans les grands domaines de la gestion qui répondent aux besoins du monde des affaires et comprennent de longues périodes en situation professionnelle (stage ou alternance). Elle est la seule école de management universitaire en France détentrice des accréditations internationales EQUIS et AMBA et figure dans le prestigieux classement du Financial Times (Global Master in Management Ranking 2017) : #50 Best Master in Management (in the world), #5 Lowest Tuition Fees (#1 in France), #16 Value for Money Rank (#1 in France).
";
iaelyon;IAE Lyon;Ecoles de 3e cycle;Lyon;France;http://iae.univ-lyon3.fr;;;7800;;;iaelyon School of Management - Université Jean Moulin est, avec 7.800 étudiants en formation initiale, formation en alternance et formation Continue, l’un des tout premiers pôles universitaires français de formation et de recherche en gestion et management. Il promeut la vision d’un management ouvert sur les mondes et fier de ses dimensions humanistes. Fondé en 1956, l’iaelyon est membre du réseau national IAE FRANCE. LA MULTIDISCIPLINARITÉ COMME ADN En plus de spécialiser des gestionnaires, l’iaelyon développe depuis sa création une offre de formation en sciences de gestion et du management destinée à des étudiants et des professionnels issus d’autres disciplines : ingénieurs, juristes, médecins, littéraires... Cette dimension est renforcée par des partenariats inter-écoles denses (INSA Lyon, ECAM Lyon, Polytech Lyon, ENTPE, ISARA, ENSV, VetAgro Sup, ESQESE, Sciences Po Lyon...);"ATOUTS : •	Nombreux partenariats avec des écoles d’ingénieurs •	Forte notoriété de l’iaelyon •	Effectifs réduits dans les parcours de Master 2 (25 étudiants maximum)"
iebusinessschool;IE Business School;Ecoles de 3e cycle;Madrid;Espagne;http://www.ie.edu;"france@ie.edu
";;;;;IE Business School, classée 3ème business school en Europe par le Financial Times en 2017, propose plusieurs formations dans les domaines du Management, de la Finance, du Big Data et du Marketing. IE dispose de deux campus de top niveau mondial à Madrid et à Ségovie, où se côtoient des étudiants et professeurs de plus de 100 nationalités. ;IE Business prépare les leaders de demain à promouvoir l’innovation et le changement dans le monde de l’entreprise. L’IE est classée régulièrement dans le top 10 des business schools par Bloomberg Businessweek, Financial Times, the Wall Street Journal, et the Economist. IE Business School a un campus urbain en plein centre de Madrid, avec plus de 400 professeurs, dont 100 enseignent à temps plein à des étudiants de plus de 100 pays différents.
ifpen;IFPEN;Ecoles de 3e cycle;Rueil-Malmaison;France;http://www.ifp-school.com;info-ifpschool@ifpen.fr;;;;;"IFP School est une école d’ingénieurs préparant aux métiers de l’énergie et des transports. Notre mission : former les futurs acteurs de la transition énergétique et répondre aux besoins actuels de l’industrie et aux demandes de la société en particulier en matière de développement durable et d’innovation. Solides partenariats industriels, formation polyvalente, forte exposition internationale, intégration à IFP Energies nouvelles, cadre de travail privilégié :
 tous ces atouts contribuent, depuis la création de l’École en 1924, à la réussite de nos étudiants.";"Les secteurs de l’énergie et des transports font fa ce à des enjeux qui transcendent les frontières. En rejoignant IFP School, vous suivrez une formation d’exception pour être immédiatement opérationnel dans le métier que vous choisirez. Et pour construire le monde de demain !
"
innovateam;INNOVATEAM;Industrie & Agroalimentaire;Lyon;France;http://www.innovateam.com;jsicallac@innovateam.com;16 M;250;;;"INNOVATEAM est une société de conseil d’étude et d’ingénierie dans les
secteurs innovants et de hautes technologies. Créée en 2005, la société
compte plus de 250 consultants et affche une stratégie de développement
ambitieuse dans les secteurs industriels, où savoir s’entourer des meilleures
compétences technologiques est un facteur clé de succès. Partenaire des
programmes les plus innovants de nos clients (en France et dans plus de
10 pays), INNOVATEAM intervient à toutes les étapes de leurs projets
technologiques.
Nos consultants interviennent sur 5 pôles d’expertise: mécanique, électronique,
informatique industrielle, chimie et fonctions transverses.";"Venez nous rencontrer dans la joie et la bonne humeur et partager
vos experiences, vos passions et vos aspirations professionnelles !
Si le sérieux est de rigueur, le sourire l’est tout autant !"
insa;INSA de Lyon;Ecoles de 3e cycle;Villeurbanne;France;http://www.insa-lyon.fr;;;;;;"La formation à l’INSA Lyon mise sur la continuité. Après deux premières années de contenus généralistes, qui sont le gage d’un socle de culture scientifique et humaine de haut niveau, le second cycle s’ouvre sur 9 spécialités d’excellence préparant à des métiers d’avenir : un parcours en 5 ans ponctué par 7 à 11 mois de stages en entreprise. Afin de toujours mieux répondre aux attentes du monde économique, l’INSA Lyon enrichit certaines de ses filières d’un cursus par apprentissage. Aujourd’hui, les formations Génie Mécanique Procédés Plasturgie ; Génie Mécanique, Conception et Innovation de Produits ; Génie Electrique et Télécommunications, Services et Usages en sont dotés. Le SEFDI Service de Formation diplômante tout au long de la vie : rattaché à la Direction de la Formation, a pour mission spécifique l’administration des formations longues diplômantes de l’INSA Lyon en relation avec les responsables de chaque diplôme. L’objectif du service est aussi d’être un support actif auprès des enseignants pour en développer de nouvelles.
";
interaction;INTER ACTION CONSULTANTS;Audit & Conseil;;;;;;;;;;
intitek;INTITEK;Audit & Conseil;Lyon;France;http://www.happydigitalworld.com;drh@intitek.fr;45 M;700;;;"« C’est en repoussant les limites du progrès et de l’innovation que les projets
les plus fous fnissent par se réaliser !»
Avec plus de 700 collaborateurs en France et dans ses fliales au Canada,
aux USA, en Chine, en Pologne et en Espagne, le groupe Intitek conseille
et accompagne ses clients dans leur transformation digitale autour de 3
branches métiers :
• Intitek for Industry : Transport, santé, télécommunication, industrie militaire...
• Intitek for Manufacturing : Conception, outils, tests
• Intitek for People : Sites web, applications, objets connectés
Le groupe Intitek réunit de multiples ressources et talents dont le quotidien
consiste à repousser les limites du possible et développer des solutions
numériques qui proftent à tous. Celles et ceux qui osent sont encouragés à
libérer leur créativité afn de servir les desseins les plus ambitieux.
Rejoignez vous aussi le Happy Digital World !";"Au sein du Groupe Intitek, chaque Happy Digital Member profte
d’une effervescence intellectuelle permanente. Ici, aucun projet
n’est à priori impossible. Au contraire, celles et ceux qui osent sont
encouragés à libérer leur créativité afn de servir les desseins les
plus ambitieux, voire les plus fous !
Devenez vous aussi un Happy Digital Member !"
intrasec;INTRASEC;Informatique & Télécommunication;Lyon;France;http://www.intrasec.fr;contact@intrasec.fr;2 M;;;;"Editeur de logiciels innovants orientés CAO (usine 4.0) et Geide technique
(Cloud / Bigdata) depuis 30 ans et s’adressant aux industriels et au domaine
de l’ingénierie, INTRASEC cible la gestion de projets industriels, la conception
d’usine digitale, prend en compte les contraintes réglementaires tout en
garantissant la pérennité des données techniques gérées.";"Vous êtes créatif, passionné par les nouvelles
technologies et rigoureux ?
La régie et le placement en SSI ne vous intéressent pas ; vous
recherchez un éditeur de logiciels avec une équipe qui saura vous
faire partager sa passion de la technologie ?
Vous préférez développer en gérant toutes les étapes, des
spécifcations initiales au déploiement chez le client ?
Vous recherchez une entreprise à taille humaine ?
Intrasec propose des challenges technologiques en vous
confrontant directement avec les industriels !"
itce;IT-CE;Informatique & Télécommunication;Paris;France;http://www.it-ce.fr;;;1300;;;"IT-CE est une entreprise informatique du Groupe BPCE, 2ème groupe bancaire
en France.
Ses 1300 collaborateurs (11 sites répartis sur la France) développent et
maintiennent le système d’information des 16 Caisses d’Epargne et du Crédit
Foncier de France appelé MySys. Les experts d’IT-CE participent ainsi à
des projets innovants et ambitieux : la transformation digitale, la signature
électronique, le coffre-fort numérique, des applications mobiles … en
s’appuyant sur les dernières technologies de développement (Html 5, Swift,
Java, Android, .NET) et les méthodologies Agile et RWD (Responsive Web
Design).
Nous rejoindre, c’est être acteur de grands projets et de la transformation
numérique et digitale du monde bancaire.";"Nous rejoindre, c’est faire partie d’un grand groupe tout en
travaillant dans des équipes à taille humaine proches de leurs
clients partout en France. Dans un environnement avec un système
d’information multi-établissements, multi-device et multicanal
au service des 16 Caisses d’Epargne, du Crédit Foncier, etc., vous
développerez le SI de nos clients en assurant un service de qualité
et dans un esprit d’innovation et de digitalisation permanent."
itron;ITRON France;Electronique & Nanotechnologie;;;;;;;;;;
julhietsterwen;JULHIET STERWEN;Audit & Conseil;Neuilly-sur-Seine;France;http://www.julhietsterwen.com;;50 M;320;;;"Julhiet sterwen est un groupe de conseil indépendant, faisant émerger une
nouvelle vision du conseil, en alliant People et Business Excellence. Nos équipes
multispécialistes conçoivent et mettent en oeuvre des solutions pratiques et
innovantes pour accélérer les transformations et améliorer durablement les
performances de nos clients, dans tous les secteurs.
Les technologies et le digital font partie intégrante de notre ADN : ils sont au
coeur de nos approches.
Chaque année, julhiet sterwen investit 10% de son chiffre d’affaires en
recherche et développement.";"Dynamique, vous êtes prêt à vous investir et à progresser, à vous
confronter à des expériences variées et enrichissantes. Rejoignez
nous !"
kaizen;KAIZEN SOLUTIONS;Informatique & Télécommunication;Lyon / Grenoble;France;http://recrutement@kaizensolutions.net;recrutement@kaizensolutions.net;5 M;100;;;"Notre société de services accompagne de grands groupes industriels sur
Grenoble et sur Lyon en apportant des solutions logicielles haut de
gamme sur l’ensemble des couches logicielles du capteur jusqu’au cloud.
Partenaire boîte blanche, nous accompagnons nos clients sur leurs systèmes
d’informations connectés temps réel à travers des solutions qui répondent à
des projets complexes, portant sur de forts enjeux économiques, techniques
et humains.
Vous avez envie de rejoindre une jeune société à taille humaine ? Qui se
préoccupe de vous proposer des projets qui correspondent à vos attentes ?
Etre vrai avant d’être différent, voilà notre vision du métier du service !";"Vous passez votre temps sur Github et OpenClassRoom ?
Vous aimez travailler dans une équipe dynamique et innovante ?
Les challenges techniques vous stimulent ?
Votre bonne humeur rayonne autour de vous ?
N’hésitez plus, rejoignez-nous !"
keyence;KEYENCE;;;;;;;;;;;
klanik;KLANIK;Divers ;Marseille;France;http://www.klanik.com;recrutement@klanik.com;14 M;200;;;"Le modèle Klanik place l’homme au centre de l’entreprise. La politique de
détection des talents ainsi que le bien-être de nos collaborateurs est donc au
coeur de notre stratégie. Plus que des compétences, nous recherchons les
futurs acteurs de l’évolution de l’entreprise.
Créée en décembre 2011, Klanik est une jeune société de conseil innovante,
basée sur l’humain.
Klanik est présente à Marseille (siège social), Sophia-Antipolis, Montpellier,
Lyon, Paris, Miami et enfin Bruxelles. Nous recrutons des ingénieurs hautement
qualifiés afin d’accompagner nos clients sur leurs problématiques de recherche
et développement ainsi que dans leurs grands projets informatiques.
Avec une croissance de plus de 50% par an et un business model profondément
tourné vers l’humain, Klanik se positionne comme un acteur incontournable sur
le secteur du conseil en IT et ingénierie en France.";"Chez Klanik l’humain est au coeur de la société, pour la penser,
la bâtir et la faire grandir. Un seul mot d’ordre : être heureux
et passionné !
La société se fonde sur le bien-être et l’accomplissement personnel
et professionnel de ses collaborateurs pour atteindre l’excellence

et la réussite qu’elle a à coeur de challenger chaque jour.
Chaque collaborateur a sa singularité, son parcours, une
personnalité atypique. Ce tryptique est créateur de valeur et
participe à la richesse de la société.
L’objectif de KLANIK est de favoriser l’intrapreunariat en faisant
de chaque collaborateur un acteur du développement de la société
et de sa carrière. En élaborant des missions challengeantes, en
donnant de véritables responsabilités, en donnant du sens au
travail, en étant à l’écoute, Klanik tente de réveiller le potentiel de
chacun et d’offrir à tous de nouvelles possibilités d’épanouissement"
